radionuclide,best_key_nuclide_sf,p25_Bi-207,p50_Bi-207,p75_Bi-207,corr_Bi-207,p25_Co-60,p50_Co-60,p75_Co-60,corr_Co-60,linreg_intercept_sf,linreg_coef_Bi-207,linreg_coef_Co-60,linreg_adj_R2_sf,logreg_const_sf,logreg_power_Bi-207,logreg_power_Co-60,logreg_adj_R2_sf,p25_DR_10cm,p50_DR_10cm,p75_DR_10cm,corr_DR_10cm,p25_DR_40cm,p50_DR_40cm,p75_DR_40cm,corr_DR_40cm,p25_bgo_10cm,p50_bgo_10cm,p75_bgo_10cm,corr_bgo_10cm,p25_bgo_40cm,p50_bgo_40cm,p75_bgo_40cm,corr_bgo_40cm,logreg_const_DR_10cm,logreg_power_DR_10cm,logreg_const_DR_40cm,logreg_power_DR_40cm,logreg_adj_R2_DR,logreg_const_bgo_10cm,logreg_power_bgo_10cm,logreg_const_bgo_40cm,logreg_power_bgo_40cm,logreg_adj_R2_bgo
Hg-194,Co-60,0.6771641996932076,0.7098441225634482,0.7344354260780244,0.8298439372030157,0.0008776040449049525,0.0014862450636286756,0.002721949864023385,0.9641951183896458,-0.09126399308908897,-0.0012637626743684217,0.005554123032214757,0.9301435218097881,0.05258512961854319,0.5056581133933276,0.32126024415151566,0.7432257349447058,0.001464921043344539,0.002387559187864042,0.003596611158483684,0.9623204520457659,0.004079972292546241,0.006631672648857847,0.010008644959893797,0.9627613326513185,4.980823112478604e-06,9.110210018682084e-06,1.6570205842811165e-05,0.884630325637148,1.3831263972566989e-05,2.5361473931048296e-05,4.605451589896829e-05,0.8854406195257598,0.002681285402234688,0.9321135543274871,0.006956981499593529,0.9322949200513978,0.6191745663736026,9.684163546559925e-05,0.710279120964312,0.00020041162844990567,0.7102060356765593,0.41107199601410094
Ho-163,Co-60,0.000965397887156193,0.0025260921432444733,0.0054653542067073,-0.004094317317318974,1.1701555633287444e-06,4.353778024838442e-06,1.2680236587886208e-05,0.22625180613939933,0.0008018759449279086,-0.00020396355627994798,4.70555148890445e-05,0.22021420796069846,0.00039345189419838223,0.6350088313393093,0.1412390195063372,0.3056330466932613,2.0367856106421e-06,7.249851306336051e-06,2.0199750583254808e-05,0.4586575397652722,5.680442451059854e-06,2.0164401214926298e-05,5.622015597001435e-05,0.45735278576276794,6.188394957740071e-09,2.6345587537569917e-08,8.751295582477547e-08,0.5736322885872136,1.7205409818139948e-08,7.331848732031611e-08,2.4343635145869345e-07,0.5724097013383848,7.829712774624072e-06,0.9399328086086701,2.0482290614223097e-05,0.9399787321395002,0.23515180328952368,4.6616065583856673e-07,0.6532937572703615,9.112094596683326e-07,0.6530428628864209,0.12959648210183228
Kr-85,Co-60,0.25130555460754483,0.2722974482069872,0.2908165325564099,0.8743974737301328,0.00032504494901660085,0.0005642454745942998,0.0010876188049748043,0.9789840790101167,-0.12564094282578642,0.0022025139353015594,0.004679503863015482,0.9601585820952925,0.02277519223781246,0.5556407595077215,0.33793747510638916,0.7547027862599484,0.0005668198894604341,0.0008822756969357621,0.0013814221617038096,0.9317493577412553,0.0015759925442177208,0.0024521094364561187,0.003841333692114518,0.9324581414207359,1.961461298036658e-06,3.476837727977002e-06,6.727352704904113e-06,0.829096002194612,5.4536508466716655e-06,9.666637720429219e-06,1.8728236199087694e-05,0.8301860232712039,0.0008294119375233471,1.0225269324132922,0.002360849919311003,1.02265000861879,0.6400755991538315,2.014965685057316e-05,0.788221104795688,4.518293917586356e-05,0.7880807879510203,0.4348827600581264
Lu-173,Co-60,1.0957615303451345,1.8732137671810332,3.166649442124809,0.2300253351651679,0.0019887637718786913,0.0037700762813634133,0.00778910551258618,0.45425048375850463,-0.13994314314795486,-0.134825791658403,0.041616726148232086,0.3212640733047202,0.021756075371917503,0.3354666921499209,0.7590284870949215,0.6182785512489468,0.003505420710643647,0.006071609329735255,0.010271853655898257,0.7417064657781586,0.009753061306744644,0.01689403476155532,0.02861614622586152,0.7403004028746814,1.289665326010894e-05,2.1550923811910808e-05,4.357800904108048e-05,0.8581265312097371,3.58423249866039e-05,5.9950721670453425e-05,0.0001214940169134628,0.8568946703396937,0.003243061880646831,1.221567813051593,0.011320195780660727,1.2214839339913894,0.7090084758561706,1.3603484268637066e-05,1.0671820133761933,4.0622721579009704e-05,1.0668984912528439,0.618804592407252
Lu-174,Co-60,0.012415414582283076,0.017379266925056452,0.024675606063476217,0.869176487437689,2.6921216786319726e-05,4.136034962279044e-05,6.934079056950826e-05,0.9874501073721094,-0.005514979811509857,3.952935065887043e-05,0.00022952254432838842,0.9753101936392589,8.56081569326184e-05,0.1911264550058831,0.953180353994256,0.7624572185759033,4.632330534337205e-05,6.0224603219418885e-05,0.00010272867640916008,0.9384227359933726,0.00012894914834148672,0.00016774162659212712,0.0002860650488767655,0.9391238304050449,1.6566433506864592e-07,2.509988559940997e-07,3.7198340857502033e-07,0.8401851173109431,4.609601208444222e-07,6.988152391329981e-07,1.0342380895019763e-06,0.8412881757373656,4.366578600029853e-05,1.144467113314907,0.00014073381221999038,1.1449026365193276,0.7939741198844317,2.5701231235561727e-07,1.0006452053595067,7.145643661785466e-07,1.000829591669365,0.6941019143796242
Mn-54,Co-60,181.90235957616343,387.48468043239586,673.0544153286833,0.05537893971179675,0.3927095444897642,0.7450255025860599,1.3478971445631427,0.24498201294230948,23.882244358480712,-8.318851273078424,2.09012164418965,0.16419007249798512,7.774785691133191,0.29334972164438644,0.4955264599436367,0.5224295494648602,0.72048826928713,1.217700495396269,1.8514005047937254,0.5823327385949015,2.0023840503947596,3.3861521742257397,5.156948919354378,0.5806046054856092,0.0028194306070993963,0.005197385824833471,0.007511003596746886,0.7328229471519351,0.007835909996911146,0.014460761552897017,0.020928919986768005,0.7311690388205417,1.1680081596983312,0.959667087011342,3.120348595415722,0.9592530603472031,0.6657970828397131,0.012551569572167059,0.8666842772313962,0.03057888042487629,0.8661765786445492,0.6210046659664012
Mo-93,Bi-207,0.03577322573174038,0.07277907424496996,0.10787954911405423,0.9573778499349327,9.532979099424479e-05,0.00015135656721136198,0.0002218209692076736,0.9495369467865837,-0.018331172619732133,0.002969171890467137,0.0005321574510539224,0.9713954192911849,0.0035485518348286832,0.4476189616218741,0.37351295100553816,0.7699093741007594,0.0001424595414213201,0.0002295900470084689,0.00034766878754528564,0.8300700418431811,0.0003975837740769635,0.0006390003594526903,0.0009655518854884012,0.8311722269352998,5.113592926511567e-07,8.808929286059011e-07,1.497515186492451e-06,0.6868030720927192,1.4258789443633617e-06,2.4487891243625277e-06,4.1664960720859255e-06,0.6882865009836691,0.0003152159581017372,0.8490086411806548,0.0007508711269740847,0.8494507740664727,0.5834525899481099,1.1374668469604631e-05,0.6830493691560588,2.2847780521488557e-05,0.6832496331631208,0.4318139233382916
Na-22,Co-60,45.94425084935862,65.24534539199169,90.62791136760465,0.8989098861870775,0.08224973415729218,0.14412291216055312,0.2538991497799461,0.9852749958348457,-23.52450241360526,0.8749988087152849,0.8989177123445417,0.9773109474772618,6.849753469221562,0.6023497162176844,0.3171444640545986,0.8570458191811324,0.14981954575220743,0.22417946440072878,0.33302193938892294,0.9280112098159281,0.4169135258073716,0.6237292619887975,0.9260486626609106,0.9287641064105915,0.0005567143232324083,0.0009168912582450194,0.0014834655855951785,0.8207013253325185,0.001551768631285099,0.0025482987298571422,0.004131672838952711,0.8218496879603207,0.16044742895023612,1.1119094652799326,0.5006380971649397,1.1117952944786498,0.7802674823426431,0.0018888748606927207,0.9056785984692421,0.00478319590507162,0.9053424590799404,0.591954124797035
Nb-91,Co-60,0.16345299465966043,0.270110333589611,0.36255492297636055,0.9423911165299332,0.0003613823209909919,0.0005798463238193825,0.0008627768048904108,0.9570496613809676,-0.15736706627786662,0.0168426536061955,0.004273003676826322,0.9643932755173289,0.028972248507173472,0.6037125946547713,0.2941782583639384,0.8876839877475964,0.0005583263519502852,0.0008673521881030345,0.0013155036765884476,0.8385106527783394,0.0015579077807765854,0.0024115246774641923,0.0036659511560987543,0.8396086894422515,2.1243467913953456e-06,3.3653473932426606e-06,5.948799647794443e-06,0.6970021731218511,5.9249550632109605e-06,9.361603270165392e-06,1.6521257568711883e-05,0.698482730295225,0.0008547429753815775,0.9987367844095572,0.002373719966350863,0.9990408969145492,0.6697945825796459,1.9855491445405745e-05,0.7858390750176444,4.435897688676176e-05,0.7858737242477463,0.47415039669329595
Nb-93m,Co-60,1.7601639205526542,2.465114510562107,3.548868830433913,0.9067648709673383,0.0039021094731020904,0.0061737365269515804,0.008767412975720944,0.9839950199197873,-0.24630621483528,0.015065650074370416,0.012110148685090843,0.9780965612284841,0.19884294282375709,0.487255699409154,0.2904449919271237,0.8725059352599474,0.0062648605861625045,0.008580184602729801,0.012319949095801872,0.8967796023383194,0.01742052526231292,0.023900510845717343,0.034304500580244604,0.8976829098095379,2.211102327087168e-05,3.445841700562682e-05,5.766214381521867e-05,0.7759313869096178,6.154904587331162e-05,9.581371720492243e-05,0.0001602007012316042,0.7772312148490722,0.011210911709185497,0.8790232569964413,0.027551225897227118,0.8791850207905644,0.7178950788656866,0.0004288061714325749,0.6858453585960235,0.0008654500643356873,0.6857793040722746,0.49971566701093895
Nb-94,Co-60,0.007163230233004184,0.014669662378409654,0.02260005438450568,0.8933574465857003,1.744795037001932e-05,3.050082026536004e-05,4.422995990232871e-05,0.9505920319009813,-0.0001829741042639713,3.8119496861200524e-05,2.054814993111675e-05,0.9208592533046303,0.0003080916094078027,0.15984771823278798,0.32275556419331364,0.4053083136024309,2.568055311779482e-05,4.5833464203387534e-05,6.85348671033912e-05,0.8234543186151934,7.142855688537593e-05,0.00012763872569596183,0.00019047696334821004,0.8245982522357098,9.428457129984389e-08,1.7184140354148335e-07,3.0777799091334026e-07,0.6814339508920569,2.6199039784991804e-07,4.789466869257923e-07,8.564715860265316e-07,0.6829488131563437,0.0001542141806307332,0.4577991563845981,0.0002462114169270787,0.45814361720408947,0.327555670417246,2.7193927589154852e-05,0.36152213560333946,3.931070923789798e-05,0.361718188740047,0.23352762495483936
Ni-59,Co-60,0.11337243285367601,0.21445609306587807,0.34219093093413966,0.9308066052461268,0.00033316448787457494,0.0004547059438358611,0.0006007216497636328,0.9584959953405622,-0.055845456270351215,0.005151368432871084,0.0016106695883862905,0.95628786291789,0.005528492152396619,0.3225424161665754,0.48741512863338177,0.8825269924842296,0.00048773448170822786,0.0006792980084777264,0.0009609578335629197,0.8396455474366564,0.0013581695807351165,0.0018901259654809839,0.002671490352825801,0.8407476625707963,1.6581120863067528e-06,2.6393280902994773e-06,4.462928316748145e-06,0.6991964966997899,4.620325698861374e-06,7.343156548551163e-06,1.2406552195282124e-05,0.7006816096237892,0.0010791604992046353,0.822509012362113,0.0025017462437970364,0.8229841816794707,0.761659572386131,3.620854482892609e-05,0.6831773198005252,7.271410870728914e-05,0.6834269696867185,0.6008812351439342
Ni-63,Co-60,46.93804170268905,73.64700263960762,100.61056112215685,0.90668132533051,0.10989293392822289,0.1634669241666935,0.22299698405952215,0.9852241601025302,-5.30542382144622,0.3373763993488815,0.27967027769146546,0.9800546086699671,2.890608620582705,0.38488321965697336,0.4007377774110242,0.9080710026166273,0.17028649948590677,0.2296462527514363,0.3204893482520949,0.9032608369719237,0.47467140564734117,0.6403328808211123,0.8910877561824065,0.90414004641613,0.0005680480547614134,0.0008995142208348714,0.001528648476907175,0.7847572863346651,0.0015826994526304888,0.002502408566381971,0.004259529305200189,0.7860335682345251,0.3374707008711456,0.8461636026305341,0.801748532807804,0.846456411630788,0.7959619743880333,0.012894786023332062,0.6751594400035769,0.02571768026037883,0.6752259473721616,0.5794605297068751
Os-194,Co-60,0.010566295476102753,0.01958536450557319,0.03444142113505716,-0.006206950300989497,1.768864494065332e-05,3.789098877283633e-05,8.248201919748614e-05,0.21520386498485244,0.0007442495089190138,-0.0007519280291078559,0.00017298634011100566,0.2029045377036095,0.00039271904950120053,0.20291945307872286,0.419763790050115,0.2720173852181744,3.1857503514741156e-05,6.150387738654808e-05,0.0001205318490852869,0.269961953969481,8.866018790220308e-05,0.00017113924152781053,0.000335078029752607,0.26948121874330566,1.0057641698842253e-07,2.3710469420726156e-07,5.461221227780121e-07,0.3239872903592419,2.7984611557856426e-07,6.588846510723938e-07,1.5192735356369697e-06,0.323669423663341,0.00013667034012823,0.6581262451067106,0.00026798213317191186,0.658160445346062,0.2745263366643508,1.2254336850203548e-05,0.5096285471409924,2.0661320406645952e-05,0.5095004624626585,0.18817052209797147
Pb-202,Co-60,0.02415436724595203,0.033307576004950185,0.036031927870610964,0.9081423228799059,4.2125571701875863e-05,6.992435360496549e-05,0.00011070053280191165,0.962303397126642,-0.02144614767552043,0.0011768257945199906,0.0005881825061833705,0.9458195835902502,0.005372687718535846,0.6430658912894704,0.18461725086653202,0.9308155177274556,7.186478354671632e-05,0.00010223974379905541,0.0001568618093734734,0.8536312173232976,0.000199968622922619,0.00028492145798716647,0.00043621364268552824,0.8546819179264219,2.4504132104466034e-07,4.138248316423838e-07,7.295509289345654e-07,0.7189524803342819,6.809674965280795e-07,1.151568681815967e-06,2.031106703376015e-06,0.7203818878328361,0.00011098036439917583,0.9622398513635867,0.00029695159520169614,0.9624564273298253,0.6773930855914974,3.5392827542364226e-06,0.7353164080021688,7.513196148720263e-06,0.735268043254421,0.45229023119680567
Pm-143,Co-60,0.04647163454540171,0.11891442253761411,0.24785238430095471,0.00382279208634159,8.514410996290397e-05,0.00021887788900357233,0.0005320545764978743,0.18857988988153948,0.033518782445082045,-0.038951984906742704,0.009081822093924375,0.1428761965249975,0.0020122913556954924,0.3109950457421275,0.5523170135469478,0.2818739938751553,0.00015846694819988404,0.00036783527866053367,0.0007103139560694458,0.5344182030600396,0.0004401189937949207,0.001023837189113906,0.001978868642329021,0.532626449075959,6.26242729397028e-07,1.3339988774144048e-06,3.1715777455963717e-06,0.6922562655125575,1.740222587724472e-06,3.709927502122723e-06,8.830357186725071e-06,0.6905119016725307,0.0002332077714262656,1.1022619306999868,0.0007213160565797052,1.1014930880629445,0.4008387964384508,1.278695171064699e-06,0.9953779833314965,3.562194422658512e-06,0.9945383779934522,0.3738002522073465
Pm-144,Co-60,0.0007268797921468952,0.004104754289811432,0.008265468995670336,0.0034644368250132647,1.2816920246699105e-06,6.545733463937574e-06,1.9367374638370486e-05,0.19395625243299436,0.0006756643459032478,-0.0006986432854073336,0.00016277971057903793,0.15181853228072817,6.947352964979974e-05,0.2516278583918594,0.500872262365878,0.20959220557275016,2.246504542691332e-06,1.0915629951820434e-05,2.6564130621183834e-05,0.5382147231800174,6.2443921063229676e-06,3.0351155841568035e-05,7.397058535009574e-05,0.5364245841203859,8.836896026983397e-09,4.070043758283097e-08,1.0770878804858723e-07,0.6962729851481877,2.456530322049786e-08,1.1332051924176475e-07,3.000462142923286e-07,0.69453548725207,1.0889073282714644e-05,0.9874168234238828,2.9952284163550536e-05,0.9866830015853693,0.31836653230503675,7.319655351371714e-08,0.932562585936135,1.911707366776606e-07,0.9317934821463836,0.3158110193368734
Pm-145,Co-60,0.31059150954352654,0.3780792647846808,0.6031643821038195,0.052918865761565306,0.0004110997575390571,0.0007313659349423088,0.0016035072879226387,0.3025250970019036,0.08144185943453852,-0.030819726561930716,0.007574176542474402,0.27695449586699517,0.04314743833591536,0.6112020438556746,0.3400571654613822,0.5900070683414886,0.0006813129899901105,0.0011444078356806463,0.002230311486216053,0.5542392728547572,0.001895567297944258,0.003183160411972746,0.006215731352083599,0.5528621824426174,2.399460468864245e-06,4.643276300161142e-06,1.0008316911878428e-05,0.6749474490959056,6.670071105199435e-06,1.2907410459135968e-05,2.7863728461965287e-05,0.6736926687207068,0.0010544864974724852,1.113233485708138,0.0032939350734900214,1.1132636096895518,0.5107045464772231,2.3223386902484464e-05,0.8299862073937384,5.439703821832946e-05,0.8297233504915165,0.3245528301748205
Pm-146,Co-60,0.0015065053228529104,0.002821278799288853,0.004960808025219749,0.5426791859446707,1.9139655650831496e-06,6.178712591707165e-06,1.677833180452387e-05,0.7565709438536329,-0.00048033310884177814,-0.0001297395255860607,6.343134558815725e-05,0.6295201624923292,0.0007288767493969687,0.812469747171192,0.13618587842437976,0.4596452938257485,3.1075268432870425e-06,9.987728593151661e-06,2.2286594686900103e-05,0.9337049906966748,8.654020966947663e-06,2.7780629381870414e-05,6.214893836392157e-05,0.933038438411053,1.1038569444624259e-08,3.750533334438706e-08,9.70461184624237e-08,0.9679981997531973,3.070858358184101e-08,1.0438703085535696e-07,2.69848915619355e-07,0.967618614627179,4.313936164676428e-06,1.1927208682775403,1.4620128394060997e-05,1.1926503079637205,0.3533746855367562,6.787061421621113e-08,0.8972417640729751,1.704317744518806e-07,0.8968740625224804,0.22670377814253173
Pm-147,Co-60,0.0017132272312721459,0.003481746572742475,0.005446544787602618,0.3939936818559592,2.5456546305191617e-06,7.711750540696996e-06,1.7328384584732012e-05,0.6036953696448377,-0.00033745033961560635,-0.00015277687254424587,6.062881923776403e-05,0.4374758433621292,0.0016896535946450963,0.8905616787666633,-0.00884032079107955,0.47158983936761323,4.411813395085399e-06,1.1907354617984343e-05,2.5030619101946794e-05,0.8532160855282416,1.2258969210680775e-05,3.308581202151176e-05,6.963782381518353e-05,0.852114203711674,1.58691624398845e-08,4.774890228514241e-08,1.061172332182352e-07,0.9327265117142716,4.40672686152421e-08,1.328326911632609e-07,2.9663439668318627e-07,0.9318450419278697,5.2899623229834574e-06,1.167754424028816,1.7488137427808814e-05,1.1672440566083102,0.362065354678312,7.057198645185345e-08,0.9085079452053176,1.7969973358623297e-07,0.9078048562334755,0.2519935088170283
Po-208,Co-60,0.0,0.000325551300311144,0.0025778932658808377,0.40832994365094244,0.0,7.787299134896599e-07,9.663760329308408e-06,0.5469798299996226,0.0003669632134965322,-0.00014021021462583936,7.874855864717713e-05,0.31851870137073957,0.0021626257018639472,1.120486875670867,-0.036967106486144666,0.6972291426711743,0.0,1.1955219427684397e-06,1.4937901114665998e-05,0.8154890609816265,0.0,3.3221355931624327e-06,4.167725959853706e-05,0.8142724454581614,0.0,4.6705628924628326e-09,5.3476956003063376e-08,0.9011739215204021,0.0,1.2978375890811255e-08,1.4914587682765024e-07,0.900155703159474,1.6184146443049984e-06,1.5318055896551173,7.761617072800275e-06,1.531940025642952,0.5255772797350238,6.174665761234706e-09,1.199252467459765,2.110811518537706e-08,1.199032492498855,0.3473482544629368
Po-209,Bi-207,0.0,0.0,0.0,-0.004728071335808175,0.0,0.0,0.0,0.014222840667332285,2.3538862393862764e-05,-4.6569610824661556e-07,1.008315028331541e-07,0.0008573141896399683,0.0008019616361337651,1.0510435001344534,0.022945477757559507,0.9725311458111853,0.0,0.0,0.0,0.000589241493985858,0.0,0.0,0.0,0.0006433086735672106,0.0,0.0,0.0,-0.011235688366409273,0.0,0.0,0.0,-0.0112199968319778,1.0700935338272326e-06,1.7300026055983373,6.296061643290335e-06,1.728195822293703,0.5977417477045524,5.034151557236815e-07,0.7884032351162252,1.1430108636598963e-06,0.7864760641841411,0.10738281374010106
Pt-193,Co-60,9.987370940435337,15.130013757117421,22.575754297761026,0.6567435885413211,0.020437348597415493,0.03471150676716631,0.05751853110760703,0.8628595072169989,-0.1419070464007257,-0.10806809515842355,0.0661752799033393,0.7827286888203588,0.6645280567463426,0.40164453244437415,0.4067334165168511,0.7359902279833719,0.03069012630093553,0.050365638430877345,0.07980448956194575,0.8886899289226151,0.08529221395621092,0.14007587002719232,0.22198225899065108,0.8888029672149701,9.828971263285643e-05,0.00021046209054266445,0.0003629315952805288,0.8534317137735808,0.0002730236581290979,0.000586010571365575,0.0010108168676471853,0.8539143214005562,0.06728237161158625,0.8878724819497911,0.16684029028995248,0.8880790407078198,0.6656034210148245,0.002265735866437408,0.7042364993378849,0.004658244405166317,0.7042153852896168,0.47881138339464135
Rh-101,Co-60,0.07881670704069338,0.10698552988256108,0.1436046901286248,0.041623843153083505,0.00010148500908392341,0.00020151400159029107,0.0004267728154069692,0.2636048141068819,0.011126630663399908,-0.007663024153730364,0.0018705671024503018,0.21711735912682117,0.008637894971245858,0.5441726316458093,0.3387529578468801,0.59919018539238,0.00019117777929333389,0.00030924108153809456,0.0005858402063159238,0.5848781708196703,0.0005318294816036816,0.0008610157576120762,0.001629850004272982,0.583192119737762,6.595111999990027e-07,1.2606250300666062e-06,2.286551419785256e-06,0.7329270484584348,1.8330583997505276e-06,3.5083519614739453e-06,6.36905792611668e-06,0.7313332571379402,0.00029178646111328773,1.063445304967537,0.0008664712946359775,1.063284218617581,0.5667645373544162,5.794826049740098e-06,0.8261763619413548,1.3533441460107748e-05,0.8257820916114553,0.39111578911545786
Rh-102,Co-60,0.0877864202615887,0.11917451013191663,0.15369356207109955,0.07589101615313912,0.00011826330793943108,0.00021965812855010412,0.00048269757334976635,0.29287663750541587,0.008403341026264803,-0.005965450748094304,0.0015229355675646626,0.2199819921180649,0.008009594971461058,0.513389315851824,0.35108640408691105,0.6197078632564548,0.0002107708594887415,0.0003467102142239373,0.0006283891651560968,0.6139143274224607,0.0005853138057760437,0.0009640215813876597,0.0017467415780160304,0.612257607698807,7.920733009701237e-07,1.4179796879506421e-06,2.5532822197019567e-06,0.7573295917736237,2.2011309179862583e-06,3.943024996564651e-06,7.1134302027054425e-06,0.7557725067204382,0.00033151615664061244,1.0353461403656063,0.0009565361838387076,1.035192849546471,0.5951703878326857,6.631203951063537e-06,0.8160616959367659,1.53249165563326e-05,0.8156889616829202,0.4227824397029146
Rh-102m,Co-60,0.006337505690523502,0.018339130023469777,0.03829483023626847,0.00430243842555323,1.2354122088407185e-05,3.44946035323778e-05,7.905155779183441e-05,0.16760102396594068,0.004255831568365326,-0.0031146800484777633,0.0007273298099145891,0.11165864566073458,0.00019523152412151092,0.20914943628976454,0.5694377723748433,0.20898632220054092,2.366419656396003e-05,5.61934483144441e-05,0.00010897549170500712,0.5160822064561663,6.577490437424174e-05,0.0001565597608008934,0.0003038037613612685,0.5143007543386222,9.11382451835609e-08,2.1598665583422118e-07,4.5576124990286473e-07,0.6714386292742021,2.5339632410012373e-07,6.005739797305571e-07,1.2699309007356602e-06,0.669685322032932,4.127509987601603e-05,1.0075764936992933,0.00011589803583649067,1.0067175116686942,0.3328794282201555,2.0401922947806985e-07,0.9769583821787797,5.578382003709609e-07,0.9761005655196446,0.3562844485049579
Ru-106,Co-60,0.12020678420798614,0.23254622425635835,0.3756796711274112,0.12393270510798393,0.000236920326759837,0.00046580983834286775,0.0008649751647006892,0.3052283695956401,0.008192227357304457,-0.00921645817721872,0.002582256148261849,0.17724408730288088,0.0058630124205585644,0.36073018964466236,0.49100421629892216,0.5418460390187915,0.0004179781016541204,0.0007301967202225916,0.0011389128172925194,0.6331341630402432,0.0011629243804720376,0.0020295817383737397,0.003172150637667419,0.6315119958314761,1.6473516401189035e-06,3.0050838876395056e-06,4.913601833058133e-06,0.7697753260554107,4.574333331043135e-06,8.362652673843469e-06,1.368555110548549e-05,0.7682418222622334,0.0006006352977839789,1.024224881047945,0.0017140027365733783,1.0238718846625794,0.6380962941930038,5.6828148825562715e-06,0.9033979783577526,1.4371821203560919e-05,0.9029190431781253,0.5676955298411523
S-35,Co-60,0.1325841152875217,0.9566520579593698,4.441562148004511,0.001592364420181772,0.00033265415152842944,0.0018292452785598086,0.010752061004884116,0.17950977489943978,0.26369407287028335,-0.06790795834419061,0.01578207475844577,0.13204288199651038,0.00591163341772528,0.09206274930221593,0.6395628495087332,0.10127318869735036,0.0005527171670148201,0.0028358664756854206,0.014956217737124855,0.5239140894615519,0.0015361522967570686,0.007893710295924224,0.041671197971334555,0.5221362889658224,2.214455706396407e-06,1.1180204427123587e-05,5.373774462229484e-05,0.6824658154079184,6.1557131362846535e-06,3.11140814093952e-05,0.0001494257654261165,0.6807362339900399,0.0029387401875687097,0.8977454903401516,0.007373217487286931,0.896982395578378,0.16411542014915104,1.8892071279541725e-05,0.9087622523310067,4.813012419999863e-05,0.9080259141201737,0.19237126734054288
Sb-124,Co-60,0.001137860511435767,0.005354976074094948,0.02105571918814836,-0.0010640569620730593,3.1153568562735476e-06,1.2614577830314856e-05,3.964909719745532e-05,0.13832079245934545,0.0012874645981490254,-0.00013147567579109226,3.0416686924642763e-05,0.08047607648395327,7.763847528752791e-06,-0.1995897161917476,0.882880245376481,0.09056307301918909,5.154052176452849e-06,1.94193087272662e-05,5.919784299940808e-05,0.4640737995666752,1.430625014341788e-05,5.406777166458001e-05,0.00016459280592668533,0.46242918119498444,1.9562762892179093e-08,7.820897947993875e-08,2.3726648518345957e-07,0.6179980179692827,5.4276883067347586e-08,2.1763894541194978e-07,6.596044264504394e-07,0.6164037894435342,3.241093028516634e-05,0.6994459749608635,6.632610740449978e-05,0.6992281461911954,0.11132578137054916,2.880734754947989e-07,0.8036303239483156,6.564100560565292e-07,0.8034580587277524,0.1662296295987865
Sb-125,Co-60,0.029887911330106036,0.0421958862973007,0.05258451977676055,0.8080569940777714,4.905104977835852e-05,9.055787841780188e-05,0.00015645030318517,0.9448810878736879,-0.012120085208456137,-0.00018693566131222958,0.0005671177296202927,0.8938096588307919,0.0022786073487632333,0.4845223361851049,0.3894718572659663,0.7069804361048226,8.774784765382289e-05,0.00013666840918836898,0.00020682484237677997,0.9843733274117599,0.0002440085422643753,0.00038020885292799195,0.0005769326221708648,0.984601063259711,3.1094156955451163e-07,5.556423417630932e-07,9.264837722609649e-07,0.9273478900856089,8.645530623909074e-07,1.544707193649385e-06,2.5776586859498194e-06,0.9279379609382736,0.00012144964622019596,1.0168746236092279,0.00034379978958219736,1.0168294288265582,0.671203137094764,2.199158904366663e-06,0.8220831708864872,5.109578220688978e-06,0.8218232938760699,0.5016189731333527
Si-32,Co-60,0.10598593120649576,0.13764361112804696,0.18666692415874503,0.031609145865939464,0.00014698145418974578,0.0002805674123225339,0.0005252982820560502,0.2868312282156612,0.015672588879607242,-0.004259091648008422,0.0010215874999408093,0.2813831090633192,0.011140812704550617,0.5002600108703525,0.30502541671323213,0.5836465208776158,0.00026452894848481357,0.00042387801383795783,0.000779156764770268,0.5077855636149532,0.0007355514445796382,0.0011817502815116426,0.0021637829339897817,0.5065329654344314,8.849775545121154e-07,1.6771323030535833e-06,3.4216516729371825e-06,0.6197358289033558,2.465957421666207e-06,4.663746118038933e-06,9.521599236115876e-06,0.6186123738793612,0.0005345184549252667,0.9416259105508892,0.001400858303067194,0.9416340709083986,0.517290650610402,2.238543276786499e-05,0.6954174069345955,4.5682580053839875e-05,0.6951753909175384,0.3225595732901835
Sm-145,Co-60,0.12025697585577558,0.2746999130998993,0.49610551330060404,0.003438872522601495,0.00021319922767945866,0.00047191863848074385,0.001184826150488515,0.19836193187868909,0.052259909629220225,-0.06499935128790824,0.015142196009563076,0.15896793480218663,0.005818776858744384,0.3405026771609712,0.5090213925432178,0.31472791336804384,0.00039286579740399337,0.000772846323848532,0.001623025366302291,0.5409737746025752,0.00109124773713107,0.0021505298469450497,0.004517295047165749,0.5391865564731406,1.4071247979489008e-06,2.954521723250128e-06,6.646207156993674e-06,0.6991493827331059,3.9150511388999695e-06,8.218779215991971e-06,1.848621122994317e-05,0.6974191177986131,0.0005866685748660672,1.0724126615426761,0.0017596250381799925,1.0717681976050555,0.4189269954729321,4.781049633319406e-06,0.937391645567492,1.2543482308997933e-05,0.9366440564315404,0.36601561323756504
