identifier,counting,library_id,counting_time_s,characterization,volume_m3,mass_t,density_g_cm3,filling,total_activity_Bq_g,true_total_activity_Bq_g,LL,true_LL,IRAS,true_IRAS,bgo_10cm_c_s,true_bgo_10cm_c_s,bgo_40cm_c_s,true_bgo_40cm_c_s,DR_10cm_uSv_h,true_DR_10cm_uSv_h,DR_40cm_uSv_h,true_DR_40cm_uSv_h,Be-7,Ag-108m,Ag-110m,Al-26,Au-194,Ba-133,Ba-137m,Bi-207,Co-57,Co-58,Co-60,Cr-51,Cs-134,Eu-150,Ga-68,Hf-172,K-42,Lu-172,Lu-173,Mn-54,Na-22,Pm-143,Pm-144,Pm-146,Rh-101,Rh-102,Rh-102m,Rh-106,Sb-124,Sb-125,Sc-44,Ti-44,Tl-202,Zn-65
10,4,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7739067449189225,169.30248920777777,544.1039208433752,1551.4004587104027,827.4022296160804,15.663116368976976,8.661379035902508,7426.528360351667,3817.126657989325,2664.8567864481133,1369.6973048108282,39.94442102350018,20.53084657169905,14.333233010124076,7.367071552599098,0.0,0.0,0.032238161741742,0.0,0.0,0.3980133774511972,0.0,0.3707800036661853,12.339097368172943,0.4937827942957065,45.41875673033593,0.0,0.0,0.0,0.0,1.3837974639368351,0.0,0.0,1.102302000493293,83.79127271559861,20.80965526583921,0.1894851209573106,0.0,0.0,0.0892036576807105,0.0702073599205419,0.0,0.0,0.0,0.0,0.0,1.2494977499438389,0.0,1.5643994377436654
11,5,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7477535586905529,50.26920753785404,150.58457442446735,446.5069317428395,312.9679799570158,4.4621385346942155,3.194394390312272,2828.2650251569457,1915.4326392090609,1015.4942142752484,687.7399202865835,11.50853913962866,7.794118055268333,4.13216399704431,2.7984936772550264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271166194834453,5.949715463882041,0.2930782734180449,15.52099684638713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.40965118483721,3.1717280028884542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1168903012734266,0.0,0.7800308456842883
12,4,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7556556177947974,177.97669616965777,483.6168759647782,1565.3275817361596,1038.9286731096229,15.66779075363061,10.270909006068049,8040.742047966002,5052.004000528501,2880.815149529142,1810.0182263508768,33.21367867208194,20.8681781510541,11.8997062857315,7.476594001151557,0.0,0.0,0.0175779552599902,0.0,0.0,0.0457241334830159,0.0,0.1259521830677076,18.938297174629856,3.787181898486352,28.607753174990627,0.0,0.0,0.0,0.0,0.5303284156831135,0.0,0.0,0.5061816531375705,114.95543460639948,9.057665047752185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115757898746371,0.0,0.0,0.5018512216419163,0.0,0.8911729152513509
13,4,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.794756884956453,158.90819062827418,397.1407851910965,1304.332193051007,968.8596421751156,13.005037860832452,9.66634149324596,10310.492485497289,7268.328261472194,3697.086479902487,2606.2419602923496,30.35637248982567,21.399567517645615,10.885041084980264,7.673353320079759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882884221480498,27.51509079752121,3.828406967762032,32.61244657861025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2953592604650709,71.60705810435105,9.129981216593771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268793048172163,0.0,13.562766232650588
14,5,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7280067443587945,10.28553780012611,46.33892421283564,98.01426361613092,78.88713166123516,0.9801426361613094,0.8012228128513678,481.72396631726576,331.98245251227536,173.0428444855885,119.2533316147923,2.818484031644997,1.942372201959207,1.0124439057944772,0.6977307221110752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.5379015983477962,0.0,3.8369335977984096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7384517126069525,0.6349443495008514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180389095848016,0.0,0.4972676322872982
15,4,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7319345496892251,41.73979966676519,134.52002860348816,368.27926100312123,264.0311730689168,3.682047996701473,2.7183054395985184,2609.18161317851,1764.937745933052,937.9348717822996,634.4505304170262,10.758225245242922,7.277223524294413,3.8673101807235777,2.615978005791365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493190454426777,5.264132968984051,0.0744613329739139,17.97483772497448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1190429941009968,16.848974667695973,1.2887094253133469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1203215072797508,0.0,0.0
16,1,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7374225665519341,140.46820433160488,286.15853193594364,1177.9490706102295,790.9264068227009,11.72670898083672,7.632322039223903,11417.604415570942,6718.410154781836,4092.427336155187,2408.0888049892123,30.207988835558016,17.7751524366682,10.827490144282288,6.3711718402978885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659800315775446,19.598816205515096,5.26651277420999,29.142515284960016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3155637907962428,74.05741020100722,11.454594363988727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116597523475258,0.0,0.0,0.1992336211368354,0.0,0.3559183060657165
17,5,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7092068645674706,35.94915006686764,87.80017379853345,351.65980603429745,216.43143575409923,3.5165980603429756,2.202888138536341,2780.360092205087,1664.7573158815685,1002.0091784809588,599.9590179463748,12.949685359708402,7.753701940039511,4.666914773106732,2.7943432697465584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525833211918048,0.8701882927087621,0.0,28.281443528572392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.034746527032899,1.3228352529034353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1076115326713636,0.0,0.2797416117869796
18,5,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7129704635628809,406.61899290078134,1826.325159920602,3501.0263231355393,1842.4408650038847,35.43281532026664,19.93058158142849,13521.091652019182,6949.129179754663,4848.4947734021325,2491.871024534117,87.92437215784328,45.18849778541611,31.528582886153664,16.204031521209682,0.0,0.0,0.0486015026927263,0.0,0.0,1.161747711175752,0.0,0.9222726263930884,53.34308081918287,1.41377234860521,90.94812970448676,0.0,0.0,0.0,0.0,4.108163907476111,0.0,0.0,2.9410718649773657,179.33519124797,56.52584203516436,0.3331287284128579,0.0,0.0,0.2459221486283274,0.1902677208302431,0.0,0.0,0.0,0.0,0.0,5.468166921542217,0.0,9.633633613243406
19,3,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7326317051657534,12.550123945301392,42.8707380604413,121.665457563449,93.75878542605076,1.21665457563449,0.959966796224938,948.9646233625822,677.4712359462679,341.8753090341494,244.066725406668,4.565260509441558,3.259165414184618,1.644687071638493,1.1741514443600616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.4261979877294357,0.0,9.549247022668714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.708317104598252,0.563585638641914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427617910481062,0.0,0.2380144006149707
20,4,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7535986245670584,24.721511866764885,78.29186921243213,237.29179777778594,146.68738396925974,2.3729179777778593,1.5169211966377067,1450.807527279438,790.8950365649686,521.647792108913,284.3717321950106,7.53310679238314,4.106607292823988,2.7085801886733942,1.4765588040317543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337616954842301,1.1025912099847677,0.0,12.142778551641642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.713191439319726,1.349327134657523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1047543265575243,0.0,0.2751075091194739
21,6,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7114130261892674,37.50197774676441,95.99670148235816,358.966717715608,185.43533196902985,3.589446779398246,1.914421379195845,2022.930557812804,983.8845029607857,728.1325885811868,354.1388839270499,11.12842854233308,5.412488502297469,4.005560868154909,1.9481683385636293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0706856781688153,1.7616335299983497,0.0220397757834354,20.59536167518173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.562726099283172,1.3803023070812392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2425345045595476,0.0,3.866694176708124
22,3,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7392864406867783,194.24593279943775,310.1733802362318,1695.0032211460923,753.8902378545047,16.936732257471036,7.545610990327383,13364.56082612171,5713.877901669982,4801.551566960326,2052.853045388476,45.24393697917497,19.343571034864844,16.25501199210401,6.949660001661009,0.0,0.0,0.0144971014365358,0.0,0.0,0.0,0.0,0.108669608160036,25.91169974636872,1.3299953989887363,66.86824117469372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534278377853104,72.29638917572969,12.808634826823477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3882191580740791,0.0,14.266158771377444
23,4,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7168456829769426,47.994569107411785,83.44249433645761,444.34803004367194,273.9880843993432,4.4407813474649505,2.761134197586685,5813.074833327471,3225.8060875241977,2092.955801626916,1161.42829042897,16.1425630849153,8.957871653229017,5.8120137845125,3.2252172876506995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516964391467554,3.68540037287257,0.2698952971769777,32.009058912922946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.843866513892548,1.5060329804227262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1060576619764957,0.0,0.5225609290007741
24,4,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.8211833452532595,79.19038211805946,200.56337797167944,678.674171369591,471.31868464229024,6.776225599161011,4.755551911893064,4693.10211254894,3172.038035786943,1684.076625719572,1138.2567401800825,16.094701732985122,10.878307108461076,5.7754360200203045,3.90358067849676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348105699650312,11.41835357604791,1.051611453490004,19.463328139036115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111071716847029,36.27054495198056,4.702021791318416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471058087336415,0.0,5.991498655803075
25,4,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7194650915635388,173.6708202935836,330.93895612903293,1530.9689793305338,794.3352115190705,15.298221190570555,8.054804348001214,10659.72809534022,5351.532964683247,3823.848820343392,1919.697466108744,36.650726186228496,18.39986607640777,13.147318096528382,6.600384696632608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0729454869833791,21.43474154875395,1.1468602734784754,39.56289806048561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2783119116900448,84.2429071526045,15.90473420615762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2939927388849915,0.0,10.73342891454503
26,2,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7810737288502264,205.2685913634615,328.4162562999088,1962.0602912018053,1450.3001444221811,19.612145816442016,14.5209838166818,26058.376161341246,19041.52864061945,9389.55114487076,6861.187586694783,68.53320780953928,50.07898540028209,24.69440366757696,18.044838703218044,0.0,0.0,0.019792182157529,0.0,0.0,0.0,0.0,0.0257078488703388,9.223804046041806,0.8457095576037317,148.64150384812973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.34773331363492,2.7872580334448074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100907987178396,0.0,0.276174546400295
27,6,sherpa_2025_a,900.0,hot,1.0,2.0,2.0,0.7496450112211486,387.0996996833525,2027.771209115908,3349.0675256574045,2083.7299382384003,34.108034229509,22.5643480138166,15171.610040337924,9099.558341561398,5449.072978396518,3268.2198753139346,96.96806533686996,58.15905928607245,34.82729012871182,20.88855154872144,0.0,0.0,0.0322509080081755,0.0,0.0,1.8321640577394744,0.0,1.438686127131395,45.766687800611805,0.8174832370691241,138.60838690004286,0.0,0.0,0.0,0.0,5.948855635885439,0.0,0.0,4.067493480027279,128.44268794124875,47.80041407766003,0.406634415033042,0.0,0.0,0.3901233317980144,0.2954274904459373,0.0,0.0,0.0,0.0,0.0,4.554543922756382,0.0,6.697860357894736
